DistrictID,DistrictName,UpdateTimeStamp,CharterSchoolInd,RegularProgramADA,RegularSpEdADA,MainstreamSpEdADA,ResCareSpEdADA,StateSchoolsSpEdADA,NonPublicContractSpEdADA,ExtYearSpEdADA,RegCTEADA,GTADA,StateCompEdADA,PregnantADA,BilingualADA,PegADA,HighSchoolAllotment,AdvCTEAllotment,EarlyChildIntervSetAside,APTests,NIFA,TransportationAllotment,BilingualAllotmentTot,CompressedMOTaxRate,AdjCEI,SparseDistrictInd,HHMOTaxCollection,HHCEDDistr,HHWADA,HHDPV,MOTaxCollectionLev1,MOTaxCollectionLev3,MOTaxCollectionTot,MOTaxRate,DPV,ASFAmt,TransfersOut,TuitionPaidPerStudent,CADAppraisalCost,CADCreditBalance,CADCreditUnclaimed,BasicAllotmentCheck,AdjustedBasicAllotmentCheck,TierICostCheck,WADACheck,WADACheckCoR,AACheckString,FinalCostLev1Check,FinalCostLev3Check,EarlyAgreementCreditLev1Check,EarlyAgreementCreditLev3Check
241903,EL CAMPO ISD,2/13/2017 11:50 AM,N,3150.04,217.38,62.679,0.0,0.0,0.0,0.0,199.59599999999998,170.981,2553.366,0.8260000000000001,377.34200000000004,0.0,254961.0,0.0,"($12,822)",($496),0.0,249113.0,203538.0,0.9304000000000001,1.11,Y,1394761.0,9957803.0,4173.8097685,668015365.0,11387325.0,2198156.0,14319831.0,1.17,1141012139.0,1300428.0,0.0,0.0,0.0,0.0,0.0,4782.0,5156.0,23559477.0,4648.983,,"Adjusted Allotment:  LPE - $5,394   DPE - $5,394",,,,
071804,EL PASO ACADEMY,2/10/2017 12:41 PM,Y,296.272,0.49500000000000005,19.067,0.0,0.0,0.0,0.0,18.312,0.0,297.33,2.9410000000000003,19.317,0.0,86538.0,0.0,($0),($0),0.0,0.0,12488.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116789.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,2743313.0,512.1030000000001,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
071902,EL PASO ISD,2/13/2017 11:50 AM,N,51353.191,4098.618,1490.144,20.42,0.0,0.0,0.0,3270.1730000000007,2796.7529999999997,45588.91199999999,13.501000000000001,11548.914,0.0,4662228.0,0.0,"($174,764)","($6,754)",0.0,3413686.0,6526291.0,1.0,1.1400000000000001,N,10132325.0,177253831.0,74847.524739,7000757136.0,167839708.0,1678397.0,179588488.0,1.07,15552572582.0,21631369.0,0.0,0.0,0.0,0.0,0.0,5140.0,5651.0,416055967.0,75818.534,,"Adjusted Allotment:  LPE - $5,651   DPE - $5,651",,,,
071810,EL PASO LEADERSHIP ACADEMY,2/10/2017 12:41 PM,Y,234.359,0.9490000000000001,16.797,0.0,0.0,0.0,0.0,0.0,11.507,93.0,0.0,39.86,0.0,0.0,0.0,($0),($0),0.0,1620.0,25769.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68601.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1797283.0,346.12100000000004,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2/10/2017 12:41 PM,Y,280.543,2.619,1.872,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.0,5.657,0.0,0.0,0.0,($0),($0),0.0,0.0,3657.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104353.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1911396.0,368.42900000000003,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
243902,ELECTRA ISD,2/13/2017 11:50 AM,N,355.4,17.8,20.0,0.0,0.0,0.0,0.0,24.0,18.0,275.0,0.0,3.3,0.0,31625.0,0.0,"($2,688)",($104),0.0,14103.0,2303.0,1.0,1.05,N,213724.0,2269596.0,970.1947413,100437242.0,2546441.0,0.0,2648299.0,1.04,239193536.0,147606.0,0.0,0.0,0.0,0.0,0.0,5140.0,5322.0,3427893.0,647.291,647.291,"Adjusted Allotment:  LPE - $6,978   DPE - $6,978",0.0,0,0.0,0
011902,ELGIN ISD,2/13/2017 11:50 AM,N,3710.348,206.465,133.169,0.7340000000000001,0.0,0.0,0.0,254.87800000000004,201.532,3218.579,1.7590000000000001,750.85,0.0,338451.0,0.0,"($10,651)",($412),0.0,474998.0,423780.0,1.0,1.09,N,383939.0,6451849.0,2632.6823116,198885631.0,10184096.0,1120250.0,11915392.0,1.17,947768473.0,1548360.0,0.0,0.0,0.0,0.0,0.0,5140.0,5468.0,29911563.0,5493.408,,"Adjusted Allotment:  LPE - $5,644   DPE - $5,644",,,,
001903,ELKHART ISD,2/13/2017 11:50 AM,N,1060.0,89.9,24.0,0.0,0.0,0.0,0.0,35.0,50.0,630.0,0.0,10.0,0.0,92125.0,0.0,"($2,954)",($115),0.0,126708.0,5958.0,1.0,1.03,N,145548.0,3363444.0,1389.0752057,91256419.0,3087065.0,339577.0,3611866.0,1.17,262857720.0,451842.0,0.0,0.0,0.0,0.0,0.0,5140.0,5249.0,8298089.0,1556.11,,"Adjusted Allotment:  LPE - $5,958   DPE - $5,958",,,,
102906,ELYSIAN FIELDS ISD,2/13/2017 11:50 AM,N,851.717,115.34899999999999,16.11,0.0,0.0,0.0,0.0,36.77,46.313,475.33,0.0,5.65,0.0,84810.0,0.0,"($4,567)",($177),0.0,129572.0,3394.0,0.9573,1.04,N,131022.0,3105117.0,1309.3734519,194309125.0,3809272.0,90327.0,4138350.0,1.04,406373462.0,330790.0,0.0,0.0,123028.0,0.0,0.0,4921.0,5060.0,7031276.0,1367.257,,"Adjusted Allotment:  LPE - $6,007   DPE - $6,007",,,,
070903,ENNIS ISD,2/13/2017 11:50 AM,N,4875.437,608.027,37.543,0.0,0.0,0.0,0.0,344.492,270.81,4162.513,1.058,732.45,0.0,422216.0,0.0,"($20,163)",($780),0.0,386962.0,399258.0,0.9806,1.11,N,913220.0,12229531.0,5112.9104334,579362408.0,18692130.0,0.0,19824409.0,1.04,1794328761.0,2092465.0,0.0,0.0,0.0,0.0,0.0,5040.0,5434.0,38567045.0,7223.838000000001,,"Adjusted Allotment:  LPE - $5,451   DPE - $5,451",,0,,0
049906,ERA ISD,2/13/2017 11:50 AM,N,411.78,34.775,4.0,0.0,0.0,0.0,0.0,27.0,19.2,185.0,0.0,3.9,0.0,39050.0,0.0,"($2,124)",($83),0.0,39290.0,2657.0,0.98,1.06,N,98052.0,1300758.0,506.3720554,34644934.0,1948121.0,0.0,2067394.0,1.04,188983311.0,180742.0,0.0,0.0,0.0,0.0,0.0,5037.0,5252.0,3666731.0,698.24,,"Adjusted Allotment:  LPE - $6,812   DPE - $6,812",,0,,0
072802,ERATH EXCELS ACADEMY INC,2/10/2017 12:41 PM,Y,109.28400000000002,7.461,3.4170000000000003,1.735,0.0,0.0,0.0,8.444,0.0,89.0,0.26,6.867000000000001,0.0,33536.0,0.0,($0),($0),0.0,0.0,4440.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54099.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1054724.0,196.83800000000002,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
174910,ETOILE ISD,2/13/2017 11:50 AM,N,141.279,15.943000000000001,1.875,0.0,0.0,0.0,0.0,0.0,7.319,131.929,0.0,0.0,0.0,0.0,0.0,($522),($21),0.0,28906.0,0.0,0.9667,1.04,N,45090.0,599204.0,291.2463328,22051264.0,565587.0,83841.0,684532.0,1.17,46376686.0,47294.0,0.0,0.0,0.0,0.0,0.0,4969.0,5110.0,1329352.0,258.213,,"Adjusted Allotment:  LPE - $6,974   DPE - $6,974",,,,
030906,EULA ISD,2/13/2017 11:50 AM,N,299.35,27.78,13.35,0.95,0.0,0.0,0.0,25.94,14.0,216.55,0.0,0.0,0.0,25828.0,0.0,"($2,539)",($99),0.0,48677.0,0.0,1.0,1.03,N,177606.0,1831375.0,765.5655693000001,63547956.0,2421703.0,266388.0,2833393.0,1.17,225930092.0,146404.0,0.0,0.0,121280.0,0.0,0.0,5140.0,5249.0,3032508.0,570.02,584.6170000000001,"Adjusted Allotment:  LPE - $6,956   DPE - $6,956",0.0,42390.0,0.0,1849.0
107905,EUSTACE ISD,2/13/2017 11:50 AM,N,1281.3990000000001,178.24800000000002,21.712,0.0,0.0,0.0,0.0,60.702000000000005,54.058,1050.0,0.0,21.822000000000003,0.0,116875.0,0.0,"($6,149)",($238),0.0,139470.0,12356.0,0.98,1.04,N,445054.0,3724266.0,1530.4528138,187131049.0,5606409.0,0.0,5949658.0,1.04,547186211.0,572369.0,0.0,0.0,0.0,0.0,0.0,5037.0,5180.0,10351801.0,1977.805,,"Adjusted Allotment:  LPE - $5,662   DPE - $5,662",,0,,0
121906,EVADALE ISD,2/13/2017 11:50 AM,N,401.43,31.441000000000003,5.645,0.0,0.0,0.0,0.0,29.917,2.056,176.541,0.0,2.079,0.0,40486.0,0.0,($0),($0),0.0,21316.0,1438.0,1.0,1.05,N,1312063.0,1390398.0,524.2891895,339344792.0,3925938.0,431853.0,4593347.0,1.17,373033989.0,170754.0,0.0,0.0,154696.0,0.0,0.0,5140.0,5322.0,3625656.0,681.5009999999999,783.0310000000001,"Adjusted Allotment:  LPE - $6,917   DPE - $6,917",0.0,71887.0,0.0,3104.0
050901,EVANT ISD,2/10/2017 12:41 PM,N,212.101,13.449000000000002,5.523000000000001,0.0,0.0,0.0,0.0,15.51,4.077,152.459,0.0,10.269,0.0,18742.0,0.0,($989),($39),0.0,46940.0,7165.0,0.98,1.04,N,40009.0,1059999.0,412.7196822,29933963.0,886505.0,0.0,940781.0,1.04,87964063.0,85540.0,0.0,0.0,0.0,0.0,0.0,5037.0,5180.0,2050111.0,388.726,,"Adjusted Allotment:  LPE - $6,977   DPE - $6,977",,0,,0
220904,EVERMAN ISD,2/13/2017 11:50 AM,N,4913.5650000000005,373.439,105.983,0.0,0.0,0.20900000000000002,0.0,216.972,225.84800000000004,5157.453,1.68,1324.6380000000001,0.0,368982.0,0.0,"($11,712)",($453),0.0,373412.0,735571.0,1.0,1.11,N,1634642.0,8705060.0,3686.2928856000003,518570491.0,11361106.0,1249722.0,13292494.0,1.17,1042264567.0,2040103.0,0.0,0.0,0.0,0.0,0.0,5140.0,5541.0,39001269.0,7176.305,,"Adjusted Allotment:  LPE - $5,553   DPE - $5,553",,,,
057834,EVOLUTION ACADEMY CHARTER SCHOOL,2/10/2017 12:41 PM,Y,498.71200000000005,12.394,46.584,0.0,0.0,0.0,0.0,56.26,0.0,550.0,1.189,37.414,0.0,153744.0,0.0,($0),($0),0.0,176531.0,24188.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220889.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,5210743.0,940.7280000000001,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
101811,EXCEL ACADEMY,2/10/2017 12:41 PM,Y,408.918,0.213,3.2270000000000003,62.083,0.0,0.0,0.0,0.0,0.0,488.0,0.0,46.047000000000004,0.0,91738.0,0.0,($0),($0),0.0,0.0,29769.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193352.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,5025938.0,951.085,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
108809,EXCELLENCE IN LEADERSHIP ACADEMY,2/10/2017 12:41 PM,Y,202.37600000000003,15.819,0.888,0.0,0.0,0.0,0.0,0.0,0.0,163.67000000000002,0.0,133.058,0.0,0.0,0.0,($0),($0),0.0,0.0,86022.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68522.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1714593.0,330.494,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
210906,EXCELSIOR ISD,2/10/2017 12:41 PM,N,81.691,11.611,4.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,3.9170000000000003,0.0,0.0,0.0,($492),($19),0.0,22685.0,2856.0,1.0,1.04,N,26650.0,349331.0,166.15445899999997,5847946.0,442019.0,48622.0,517162.0,1.17,43696457.0,34972.0,0.0,0.0,13601.0,0.0,0.0,5140.0,5286.0,821477.0,153.359,,"Adjusted Allotment:  LPE - $7,292   DPE - $7,292",,,,
143906,EZZELL ISD,2/13/2017 11:50 AM,N,75.0,0.825,3.141,0.0,0.0,0.0,0.0,0.0,2.8770000000000007,25.906999999999996,0.0,0.0,0.0,0.0,0.0,($0),($0),19936.0,17015.0,0.0,0.9,1.07,N,40444.0,344495.0,188.7225108,50140654.0,830262.0,0.0,885613.0,0.96,95471352.0,33897.0,0.0,0.0,27589.0,0.0,0.0,4626.0,4856.0,605750.0,120.045,142.143,"Adjusted Allotment:  LPE - $6,707   DPE - $6,707",141649.0,0,3108.0,0
071903,FABENS ISD,2/13/2017 11:50 AM,N,2009.6550000000002,197.829,59.59,0.0,0.0,0.0,0.0,136.092,110.26900000000002,2265.06,1.5,704.7260000000001,0.0,183665.0,0.0,"($1,808)",($70),0.0,92974.0,425232.0,1.0,1.1300000000000001,N,6738.0,7485231.0,3160.0306885,80630164.0,1791450.0,0.0,1863108.0,1.04,160843525.0,877339.0,0.0,0.0,0.0,0.0,0.0,5140.0,5614.0,18359197.0,3369.842,,"Adjusted Allotment:  LPE - $6,034   DPE - $6,034",,0,,0
081902,FAIRFIELD ISD,2/13/2017 11:50 AM,N,1569.516,76.07600000000001,46.018,0.998,0.0,0.0,0.0,68.417,83.22399999999999,1032.824,0.0,105.91900000000001,0.0,122741.0,0.0,($0),($0),0.0,187200.0,59579.0,0.9667,1.06,Y,919201.0,4549718.0,1902.2734681,536298051.0,16525342.0,1880405.0,19431423.0,1.1367,1654185155.0,673506.0,0.0,0.0,592750.0,0.0,0.0,4969.0,5181.0,11670814.0,2239.61,2330.905,"Adjusted Allotment:  LPE - $5,625   DPE - $5,625",3215617.0,714733.0,70988.0,30758.0
101867,FALLBROOK COLLEGE PREPARATORY ACADEMY,8/31/2016 7:36 AM,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($0),($0),0.0,0.0,0.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,5272.0,0.0,0.0,,"Adjusted Allotment:  LPE - $6,386   DPE - $6,386",,0,,0
128904,FALLS CITY ISD,2/13/2017 11:50 AM,N,333.55,10.85,10.0,0.0,0.0,0.0,0.0,23.0,17.0,105.0,0.0,2.0,0.0,33825.0,0.0,($0),($0),0.0,37978.0,1392.0,1.0,1.04,N,153539.0,1103369.0,445.11000960000007,44086344.0,8268781.0,0.0,8599532.0,1.04,811078501.0,136695.0,0.0,0.0,114000.0,0.0,0.0,5140.0,5286.0,2923245.0,547.094,547.094,"Adjusted Allotment:  LPE - $6,960   DPE - $6,960",3118213.0,0,82470.0,0
060914,FANNINDEL ISD,2/13/2017 11:50 AM,N,149.75900000000001,26.581,3.6460000000000004,0.0,0.0,0.0,0.0,14.16,4.977,169.548,0.0,3.99,0.0,12358.0,0.0,($555),($22),0.0,42540.0,2913.0,1.0,1.06,N,2294.0,1200294.0,492.5317271,22875180.0,574758.0,63224.0,672467.0,1.17,49346737.0,60996.0,0.0,0.0,0.0,0.0,0.0,5140.0,5359.0,1765708.0,326.151,,"Adjusted Allotment:  LPE - $7,302   DPE - $7,302",,,,
043904,FARMERSVILLE ISD,2/13/2017 11:50 AM,N,1398.855,139.43200000000002,14.056000000000001,0.0,0.0,0.0,0.0,42.295,74.296,835.0,0.10100000000000002,106.99,0.0,115718.0,0.0,"($4,401)",($171),0.0,120282.0,63349.0,1.0,1.08,N,152782.0,3083610.0,1331.8555117999997,110370395.0,3705534.0,407609.0,4335475.0,1.17,391640881.0,582866.0,0.0,0.0,0.0,0.0,0.0,5140.0,5432.0,10875638.0,2015.198,,"Adjusted Allotment:  LPE - $5,921   DPE - $5,921",,,,
185902,FARWELL ISD,2/10/2017 12:41 PM,N,471.03700000000003,22.818,12.267000000000001,0.0,0.0,0.0,0.0,28.02,25.32,370.288,0.0,66.063,0.0,37353.0,0.0,"($1,930)",($75),0.0,35551.0,44183.0,0.98,1.05,N,262194.0,1853041.0,777.3812579999999,67430521.0,1761178.0,0.0,1869005.0,1.04,171736124.0,200270.0,0.0,0.0,0.0,0.0,0.0,5037.0,5216.0,4276835.0,820.664,,"Adjusted Allotment:  LPE - $6,688   DPE - $6,688",,0,,0
075906,FAYETTEVILLE ISD,2/10/2017 12:41 PM,N,173.519,9.527000000000001,5.248000000000001,0.0,0.0,0.0,0.0,7.625,9.208,63.798,0.0,5.966,0.0,14673.0,0.0,($0),($0),0.0,0.0,4337.0,1.0,1.06,N,176308.0,772119.0,305.0579603,44368711.0,1943911.0,0.0,2021667.0,1.04,182313791.0,84876.0,0.0,0.0,55000.0,0.0,0.0,5140.0,5359.0,1567353.0,295.90500000000003,375.249,"Adjusted Allotment:  LPE - $7,270   DPE - $7,270",0.0,0,0.0,0
070905,FERRIS ISD,2/13/2017 11:50 AM,N,2048.1890000000003,262.547,4.181,0.0,0.0,0.0,0.0,160.0,89.0,2040.0,0.06,520.0,0.0,175175.0,0.0,"($3,454)",($134),0.0,289450.0,300248.0,0.9833000000000002,1.09,N,61952.0,4357792.0,1840.0915903,122062885.0,3287564.0,423608.0,3911776.0,1.17,307308282.0,905044.0,0.0,0.0,0.0,0.0,0.0,5054.0,5377.0,17795505.0,3326.78,,"Adjusted Allotment:  LPE - $5,774   DPE - $5,774",,,,
075901,FLATONIA ISD,2/13/2017 11:50 AM,N,530.4870000000001,30.068,18.851000000000003,10.184000000000001,0.0,0.0,0.0,46.83700000000001,29.862000000000002,412.85200000000003,0.0,82.57800000000002,0.0,50692.0,0.0,"($5,082)",($197),0.0,63206.0,52817.0,0.9483,1.05,N,171793.0,1731031.0,722.5332775000002,99005686.0,4521355.0,770962.0,5578388.0,1.17,452188385.0,215505.0,0.0,0.0,167115.0,0.0,0.0,4874.0,5047.0,5095382.0,1005.573,924.8720000000001,"Adjusted Allotment:  LPE - $6,396   DPE - $6,396",0.0,199630.0,0.0,8586.0
246902,FLORENCE ISD,2/13/2017 11:50 AM,N,795.148,96.33,7.4990000000000006,0.0,0.0,0.0,0.0,90.82,44.827000000000005,645.0740000000001,0.025,136.716,0.0,85250.0,0.0,"($3,445)",($134),0.0,98328.0,88606.0,1.0,1.07,N,36917.0,2272974.0,875.499331,48583643.0,3589838.0,394883.0,4200111.0,1.17,306551850.0,365957.0,0.0,0.0,0.0,0.0,0.0,5140.0,5395.0,7765749.0,1440.9489999999998,,"Adjusted Allotment:  LPE - $6,481   DPE - $6,481",,,,
247901,FLORESVILLE ISD,2/13/2017 11:50 AM,N,3234.554,270.673,111.336,3.065,0.0,0.0,0.0,325.2,171.57600000000002,2316.1710000000003,0.49400000000000005,112.584,0.0,298043.0,0.0,"($13,279)",($514),0.0,769441.0,63858.0,1.0,1.08,N,682513.0,7671588.0,3262.5928977,242518678.0,11567749.0,0.0,12030459.0,1.04,1181671401.0,1449347.0,0.0,0.0,0.0,0.0,0.0,5140.0,5432.0,27004505.0,4913.0960000000005,,"Adjusted Allotment:  LPE - $5,672   DPE - $5,672",,0,,0
178914,FLOUR BLUFF ISD,2/13/2017 11:50 AM,N,5237.371,449.66,162.79,0.0,0.0,0.0,0.0,266.735,282.331,2740.855,0.43,169.45,0.0,518110.0,0.0,"($30,615)","($1,183)",0.0,539386.0,92909.0,0.9894000000000002,1.11,N,2511886.0,13949599.0,5886.727294,706389903.0,28400759.0,0.0,29853234.0,1.04,2724423957.0,2114578.0,0.0,0.0,0.0,0.0,0.0,5086.0,5483.0,38453886.0,7092.993,7092.993,"Adjusted Allotment:  LPE - $5,483   DPE - $5,483",0.0,0,0.0,0
077901,FLOYDADA ISD,2/13/2017 11:50 AM,N,572.076,30.478,24.342000000000002,0.47300000000000003,0.0,0.0,0.0,39.578,20.892,526.9250000000001,0.17600000000000002,48.585,0.0,46565.0,0.0,"($3,019)",($117),0.0,97125.0,36988.0,1.0,1.07,Y,198138.0,4229047.0,1782.2378887,115285907.0,2821423.0,150100.0,3140808.0,1.1132,268662053.0,285309.0,0.0,0.0,0.0,0.0,0.0,5140.0,5395.0,6214413.0,1153.758,,"Adjusted Allotment:  LPE - $7,613   DPE - $7,613",,,,
057817,FOCUS LEARNING ACADEMY,2/10/2017 12:41 PM,Y,867.808,22.69,104.275,0.0,0.0,0.0,0.0,45.931000000000004,0.0,968.67,0.0,9.748000000000001,0.0,52276.0,0.0,($0),($0),0.0,30976.0,6302.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395197.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,8241540.0,1572.54,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
148902,FOLLETT ISD,2/13/2017 11:50 AM,N,161.205,16.629,0.0,0.0,0.0,0.0,0.0,7.025,8.688,105.557,0.0,13.899000000000001,0.0,14416.0,0.0,($0),($0),0.0,23969.0,10266.0,1.0,1.08,N,477637.0,620347.0,220.62455710000003,80732630.0,1843706.0,0.0,1917454.0,1.04,180664842.0,61304.0,0.0,0.0,29247.0,0.0,0.0,5140.0,5432.0,1595809.0,294.857,245.72,"Adjusted Allotment:  LPE - $7,386   DPE - $7,386",266212.0,0,6656.0,0
169910,FORESTBURG ISD,2/13/2017 11:50 AM,N,159.434,4.43,11.531,0.0,0.0,0.0,0.0,10.16,1.8920000000000001,100.655,0.0,0.0,0.0,13750.0,0.0,($0),($0),0.0,26364.0,0.0,1.0,1.06,N,65445.0,592890.0,244.7013496,16541543.0,3609514.0,0.0,3753895.0,1.04,334210385.0,65689.0,0.0,0.0,57000.0,0.0,0.0,5140.0,5359.0,1575338.0,292.579,305.605,"Adjusted Allotment:  LPE - $7,289   DPE - $7,289",1241040.0,0,27569.0,0
129902,FORNEY ISD,2/13/2017 11:50 AM,N,8370.345000000001,750.683,31.25,0.0,0.0,0.0,0.0,640.0,460.0,2900.0,0.935,505.0,0.0,728750.0,0.0,"($29,371)","($1,135)",0.0,474236.0,268812.0,0.98,1.08,N,8121.0,4364401.0,1881.5417795,228892740.0,27347594.0,0.0,29021937.0,1.04,2613753957.0,3497938.0,0.0,0.0,0.0,0.0,0.0,5037.0,5323.0,58167739.0,11011.113000000001,,"Adjusted Allotment:  LPE - $5,323   DPE - $5,323",,0,,0
114904,FORSAN ISD,2/13/2017 11:50 AM,N,627.09,23.253,12.508000000000003,0.0,0.0,0.0,0.0,57.416000000000004,34.254000000000005,211.85,0.0,1.733,0.0,52207.0,0.0,($0),($0),0.0,101496.0,1155.0,1.0,1.06,N,794800.0,1980716.0,697.5287499,340360555.0,5531658.0,0.0,5752924.0,1.04,582076615.0,274394.0,0.0,0.0,108000.0,0.0,0.0,5140.0,5359.0,5405137.0,1000.8040000000001,1006.1420000000002,"Adjusted Allotment:  LPE - $6,662   DPE - $6,662",344678.0,0,9169.0,0
079907,FORT BEND ISD,2/13/2017 11:50 AM,N,66574.09,5043.566,784.9,21.27,0.06,1.25,0.0,2664.1,3544.6310000000003,28710.8,3.55,9782.47,0.0,6451500.0,0.0,"($353,820)","($13,672)",360447.0,4647135.0,5599486.0,1.0,1.16,N,12456880.0,103020735.0,42953.9084566,5725291924.0,332312067.0,0.0,345604550.0,1.04,31487105910.0,27340390.0,0.0,0.0,0.0,0.0,0.0,5140.0,5724.0,488011105.0,88052.585,88052.585,"Adjusted Allotment:  LPE - $5,724   DPE - $5,724",0.0,0,0.0,0
242906,FORT ELLIOTT CISD,2/13/2017 11:50 AM,N,130.0,8.773,10.447000000000001,0.0,0.0,0.0,0.0,16.001,4.977,27.68,0.0,0.0,0.0,12315.0,0.0,($0),($0),0.0,48649.0,0.0,0.7467,1.07,Y,1360925.0,873380.0,348.8732936,385109571.0,14806934.0,0.0,15996724.0,0.8067,1867830047.0,57863.0,0.0,0.0,250872.0,0.0,0.0,3838.0,4029.0,1199803.0,289.692,284.52500000000003,"Adjusted Allotment:  LPE - $6,398   DPE - $6,398",7790292.0,0,206559.0,0
186902,FORT STOCKTON ISD,2/13/2017 11:50 AM,N,2136.5640000000003,108.94,50.0,0.0,0.0,0.0,0.0,175.0,83.28400000000002,1687.971,1.0,252.55900000000003,0.0,158747.0,0.0,"($12,203)",($472),0.0,149547.0,151939.0,1.0,1.1300000000000001,Y,5945093.0,8721840.0,3634.7420115,1425250759.0,11077433.0,0.0,11520530.0,1.04,1085935270.0,882395.0,0.0,0.0,198980.0,0.0,0.0,5140.0,5614.0,17814257.0,3264.4109999999996,3144.199,"Adjusted Allotment:  LPE - $6,016   DPE - $6,016",0.0,0,0.0,0
220809,FORT WORTH ACADEMY OF FINE ARTS,2/10/2017 12:41 PM,Y,548.5160000000001,7.984,7.699000000000001,0.0,0.0,0.0,0.0,0.0,27.555,78.5,0.0,0.333,0.0,59850.0,0.0,($0),($0),0.0,0.0,215.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192366.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,3835467.0,727.7639999999999,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
220905,FORT WORTH ISD,2/13/2017 11:50 AM,N,75919.3,4388.055,2019.9070000000002,16.523,0.0,0.0,0.0,2645.0,3999.25,73986.526,17.225,23675.811,0.0,5239300.0,0.0,"($310,571)","($12,001)",269505.0,4744957.0,13379201.0,1.0,1.1400000000000001,N,37511311.0,205954659.0,86691.1788495,12701251056.0,309934051.0,0.0,322331413.0,1.04,27638275368.0,30971040.0,0.0,0.0,0.0,0.0,0.0,5140.0,5651.0,596801121.0,109014.716,,"Adjusted Allotment:  LPE - $5,651   DPE - $5,651",,0,,0
198903,FRANKLIN ISD,2/13/2017 11:50 AM,N,933.09,44.75,54.0,0.0,0.0,0.0,0.0,68.0,50.75,450.0,0.5,28.0,0.0,79750.0,0.0,($0),($0),0.0,138840.0,16688.0,0.872,1.07,Y,490710.0,2978790.0,1230.9263165,229619715.0,15825559.0,0.0,16914474.0,0.932,2046563850.0,425932.0,0.0,0.0,454055.0,0.0,0.0,4482.0,4705.0,7544234.0,1595.71,1695.385,"Adjusted Allotment:  LPE - $5,960   DPE - $5,960",7551062.0,0,182901.0,0
001904,FRANKSTON ISD,2/13/2017 11:50 AM,N,621.158,90.682,2.3000000000000003,0.902,0.0,0.0,0.0,87.73200000000001,36.99,483.0,0.0,14.818000000000001,0.0,60542.0,0.0,"($2,792)",($108),0.0,49810.0,9681.0,1.0,1.03,N,110285.0,2429539.0,1039.5274187,119950882.0,2608993.0,286989.0,3052522.0,1.17,248392651.0,304405.0,0.0,0.0,0.0,0.0,0.0,5140.0,5249.0,6241528.0,1181.009,,"Adjusted Allotment:  LPE - $6,533   DPE - $6,533",,,,
